acct_id,email_grp,sales,net_profit,sends,opens,unsubscribed
"138,496,876",Grp2,0.00,0.000000,47,10,0
"138,496,877",Grp2,0.00,0.000000,47,6,0
"138,496,878",Grp2,0.00,0.000000,48,8,0
"138,496,879",Grp2,0.00,0.000000,37,33,1
"138,496,880",Grp2,0.00,0.000000,1,1,1
"138,496,882",Grp2,0.00,0.000000,31,0,0
"138,496,883",Grp2,0.00,0.000000,30,0,0
"138,496,884",Grp2,0.00,0.000000,20,3,1
"138,496,885",Grp2,0.00,0.000000,30,0,0
"138,496,886",Grp2,0.00,0.000000,49,2,0
"138,496,887",Grp2,0.00,0.000000,30,0,0
"138,496,888",Grp2,0.00,0.000000,31,0,0
"138,496,891",Grp2,0.00,0.000000,11,11,1
"138,496,892",Grp2,0.00,0.000000,40,1,0
"138,496,893",Grp2,0.00,0.000000,29,0,0
"138,496,894",Grp2,0.00,0.000000,31,0,0
"138,496,895",Grp2,0.00,0.000000,47,2,0
"138,496,896",Grp2,0.00,0.000000,49,20,0
"138,496,899",Grp2,0.00,0.000000,30,0,0
"138,496,900",Grp2,0.00,0.000000,31,0,0
"138,496,902",Grp2,0.00,0.000000,47,1,0
"138,496,903",Grp2,0.00,0.000000,30,0,0
"138,496,905",Grp2,0.00,0.000000,29,0,0
"138,496,906",Grp1,0.00,0.000000,48,1,0
"138,496,907",Grp2,0.00,0.000000,30,0,0
"138,496,908",Grp2,0.00,0.000000,31,0,0
"138,496,909",Grp2,0.00,0.000000,47,4,0
"138,496,910",Grp2,0.00,0.000000,46,3,0
"138,496,911",Grp2,0.00,0.000000,48,69,0
"138,496,912",Grp2,0.00,0.000000,31,0,0
"138,496,913",Grp2,0.00,0.000000,46,2,0
"138,496,914",Grp2,0.00,0.000000,31,0,0
"138,496,916",Grp2,0.00,0.000000,48,31,0
"138,496,917",Grp2,0.00,0.000000,46,4,0
"138,496,932",Grp2,0.00,0.000000,31,0,0
"138,496,934",Grp2,0.00,0.000000,32,0,0
"138,496,936",Grp2,0.00,0.000000,48,3,0
"138,496,937",Grp2,0.00,0.000000,45,0,0
"138,496,938",Grp2,0.00,0.000000,48,1,0
"138,496,939",Grp2,0.00,0.000000,48,2,0
"138,496,954",Grp2,0.00,0.000000,31,0,0
"138,496,955",Grp2,0.00,0.000000,46,0,0
"138,496,956",Grp2,0.00,0.000000,31,0,0
"138,496,957",Grp2,0.00,0.000000,30,0,0
"138,496,958",Grp2,0.00,0.000000,46,3,0
"138,496,959",Grp2,0.00,0.000000,29,0,0
"138,496,960",Grp2,0.00,0.000000,49,13,0
"138,496,961",Grp2,0.00,0.000000,31,0,0
"138,496,962",Grp2,0.00,0.000000,47,0,0
"138,496,968",Grp1,0.00,0.000000,1,0,0
"138,496,969",Grp1,0.00,0.000000,0,0,0
"138,496,982",Grp1,0.00,0.000000,56,55,0
"138,497,017",Grp1,0.00,0.000000,49,16,0
"138,497,018",Grp1,0.00,0.000000,46,1,0
"138,497,033",Grp1,0.00,0.000000,50,30,0
"138,497,039",Grp2,0.00,0.000000,31,0,0
"138,497,041",Grp1,0.00,0.000000,30,0,0
"138,497,045",Grp1,0.00,0.000000,39,14,1
"138,497,056",Grp1,0.00,0.000000,13,13,1
"138,497,063",Grp2,0.00,0.000000,31,0,0
"138,497,064",Grp2,0.00,0.000000,30,0,0
"138,497,079",Grp1,0.00,0.000000,47,2,0
"138,497,109",Grp2,0.00,0.000000,46,31,0
"138,497,116",Grp1,0.00,0.000000,47,3,0
"138,497,125",Grp1,0.00,0.000000,46,0,0
"138,497,127",Grp2,0.00,0.000000,31,0,0
"138,497,142",Grp1,0.00,0.000000,55,7,0
"138,497,144",Grp1,0.00,0.000000,31,0,0
"138,497,170",Grp2,0.00,0.000000,49,1,0
"138,497,171",Grp2,0.00,0.000000,1,0,0
"138,497,172",Grp2,0.00,0.000000,1,0,0
"138,497,173",Grp2,0.00,0.000000,32,0,0
"138,497,184",Grp1,0.00,0.000000,31,0,0
"138,497,192",Grp2,0.00,0.000000,30,0,0
"138,497,194",Grp1,0.00,0.000000,30,0,0
"138,497,196",Grp1,0.00,0.000000,46,35,0
"138,497,203",Grp1,0.00,0.000000,30,0,0
"138,497,216",Grp1,0.00,0.000000,46,3,0
"138,497,224",Grp2,0.00,0.000000,46,0,0
"138,497,232",Grp1,0.00,0.000000,1,0,0
"138,497,251",Grp2,0.00,0.000000,49,4,0
"138,497,261",Grp2,0.00,0.000000,47,5,0
"138,497,262",Grp2,0.00,0.000000,55,1,0
"138,497,263",Grp2,0.00,0.000000,47,1,0
"138,497,264",Grp2,0.00,0.000000,48,2,0
"138,497,265",Grp2,0.00,0.000000,32,0,0
"138,497,272",Grp2,0.00,0.000000,28,20,1
"138,497,274",Grp2,0.00,0.000000,31,0,0
"138,497,286",Grp1,0.00,0.000000,49,3,0
"138,497,298",Grp1,0.00,0.000000,10,17,1
"138,497,302",Grp1,0.00,0.000000,47,7,0
"138,497,304",Grp2,0.00,0.000000,29,0,0
"138,497,310",Grp1,0.00,0.000000,47,3,0
"138,497,313",Grp2,0.00,0.000000,13,2,1
"138,497,321",Grp1,0.00,0.000000,32,0,0
"138,497,332",Grp2,0.00,0.000000,50,49,0
"138,497,333",Grp2,0.00,0.000000,30,0,0
"138,497,339",Grp1,0.00,0.000000,48,2,0
"138,497,346",Grp1,0.00,0.000000,47,31,0
"138,497,350",Grp1,0.00,0.000000,48,2,0
"138,497,352",Grp1,0.00,0.000000,47,0,0
"138,497,371",Grp2,0.00,0.000000,31,0,0
"138,497,385",Grp2,0.00,0.000000,1,0,0
"138,497,386",Grp1,0.00,0.000000,46,1,0
"138,497,406",Grp2,0.00,0.000000,49,29,0
"138,497,407",Grp2,0.00,0.000000,48,1,0
"138,497,412",Grp2,0.00,0.000000,47,2,0
"138,497,413",Grp2,0.00,0.000000,49,1,0
"138,497,414",Grp2,0.00,0.000000,31,0,0
"138,497,415",Grp2,0.00,0.000000,31,0,0
"138,497,426",Grp1,0.00,0.000000,31,0,0
"138,497,427",Grp2,0.00,0.000000,48,2,0
"138,497,428",Grp2,0.00,0.000000,31,0,0
"138,497,429",Grp2,0.00,0.000000,31,0,0
"138,497,440",Grp2,0.00,0.000000,1,0,0
"138,497,441",Grp2,0.00,0.000000,50,35,0
"138,497,443",Grp2,0.00,0.000000,30,0,0
"138,497,444",Grp2,0.00,0.000000,31,0,0
"138,497,451",Grp1,0.00,0.000000,31,0,0
"138,497,473",Grp1,0.00,0.000000,5,4,1
"138,497,479",Grp2,0.00,0.000000,47,1,0
"138,497,502",Grp1,0.00,0.000000,46,1,0
"138,497,506",Grp1,0.00,0.000000,46,1,0
"138,497,507",Grp1,0.00,0.000000,29,0,0
"138,497,509",Grp2,0.00,0.000000,30,0,0
"138,497,512",Grp2,0.00,0.000000,31,0,0
"138,497,531",Grp1,0.00,0.000000,47,5,0
"138,497,550",Grp1,0.00,0.000000,46,0,0
"138,497,561",Grp2,0.00,0.000000,31,0,0
"138,497,562",Grp2,0.00,0.000000,31,0,0
"138,497,565",Grp1,0.00,0.000000,48,1,0
"138,497,576",Grp2,0.00,0.000000,30,0,0
"138,497,581",Grp1,0.00,0.000000,46,2,0
"138,497,585",Grp1,0.00,0.000000,30,0,0
"138,497,594",Grp2,0.00,0.000000,12,9,1
"138,497,595",Grp2,0.00,0.000000,31,0,0
"138,497,596",Grp2,0.00,0.000000,48,2,0
"138,497,597",Grp2,0.00,0.000000,49,7,0
"138,497,622",Grp2,0.00,0.000000,46,1,0
"138,497,624",Grp2,0.00,0.000000,47,0,0
"138,497,643",Grp2,0.00,0.000000,31,0,0
"138,497,644",Grp2,0.00,0.000000,30,0,0
"138,497,660",Grp1,0.00,0.000000,1,0,0
"138,497,669",Grp2,0.00,0.000000,47,6,0
"138,497,680",Grp2,0.00,0.000000,29,0,0
"138,497,681",Grp2,0.00,0.000000,30,0,0
"138,497,682",Grp2,0.00,0.000000,46,0,0
"138,497,683",Grp2,0.00,0.000000,45,16,0
"138,497,684",Grp2,0.00,0.000000,46,1,0
"138,497,685",Grp2,0.00,0.000000,46,1,0
"138,497,697",Grp1,0.00,0.000000,46,19,0
"138,497,723",Grp2,0.00,0.000000,30,0,0
"138,497,745",Grp1,0.00,0.000000,10,4,1
"138,497,749",Grp2,0.00,0.000000,46,12,0
"138,497,779",Grp1,0.00,0.000000,1,0,0
"138,497,790",Grp1,0.00,0.000000,48,2,0
"138,497,796",Grp1,0.00,0.000000,46,5,0
"138,497,797",Grp1,0.00,0.000000,8,3,1
"138,497,801",Grp1,0.00,0.000000,47,13,0
"138,497,805",Grp2,0.00,0.000000,46,19,0
"138,497,806",Grp2,0.00,0.000000,19,2,1
"138,497,826",Grp1,0.00,0.000000,1,1,1
"138,497,862",Grp2,0.00,0.000000,46,0,0
"138,497,882",Grp2,0.00,0.000000,44,0,0
"138,497,887",Grp1,0.00,0.000000,30,0,0
"138,497,891",Grp1,0.00,0.000000,47,16,0
"138,497,899",Grp1,0.00,0.000000,45,2,0
"138,497,916",Grp1,0.00,0.000000,29,0,0
"138,497,922",Grp1,0.00,0.000000,31,31,1
"138,497,926",Grp1,0.00,0.000000,46,1,0
"138,497,928",Grp2,0.00,0.000000,4,1,0
"138,497,929",Grp2,0.00,0.000000,25,2,1
"138,497,930",Grp2,0.00,0.000000,29,0,0
"138,497,931",Grp2,0.00,0.000000,48,4,0
"138,497,932",Grp1,0.00,0.000000,30,0,0
"138,497,946",Grp1,0.00,0.000000,47,3,0
"138,497,953",Grp1,0.00,0.000000,29,0,0
"138,497,974",Grp1,0.00,0.000000,23,24,1
"138,497,975",Grp2,0.00,0.000000,29,0,0
"138,497,979",Grp1,0.00,0.000000,31,2,1
"138,497,999",Grp1,0.00,0.000000,45,0,0
"138,498,002",Grp1,0.00,0.000000,13,3,1
"138,498,019",Grp1,0.00,0.000000,44,0,0
"138,498,021",Grp2,0.00,0.000000,29,0,0
"138,498,022",Grp2,0.00,0.000000,46,1,0
"138,498,023",Grp2,0.00,0.000000,29,0,0
"138,498,024",Grp2,0.00,0.000000,1,0,0
"138,498,026",Grp1,0.00,0.000000,47,2,0
"138,498,027",Grp2,0.00,0.000000,29,0,0
"138,498,028",Grp2,0.00,0.000000,45,1,0
"138,498,042",Grp1,0.00,0.000000,30,0,0
"138,498,044",Grp1,0.00,0.000000,45,2,0
"138,498,045",Grp2,0.00,0.000000,29,0,0
"138,498,046",Grp2,0.00,0.000000,30,0,0
"138,498,051",Grp1,0.00,0.000000,44,4,0
"138,498,053",Grp2,0.00,0.000000,47,3,0
"138,498,054",Grp2,0.00,0.000000,47,1,0
"138,498,055",Grp2,0.00,0.000000,46,3,0
"138,498,066",Grp2,0.00,0.000000,40,58,1
"138,498,067",Grp2,0.00,0.000000,47,5,0
"138,498,068",Grp2,0.00,0.000000,45,0,0
"138,498,070",Grp1,0.00,0.000000,1,0,0
"138,498,080",Grp2,0.00,0.000000,29,0,0
"138,498,081",Grp2,0.00,0.000000,45,1,0
"138,498,082",Grp2,0.00,0.000000,48,15,0
"138,498,083",Grp2,0.00,0.000000,47,7,0
"138,498,086",Grp1,0.00,0.000000,18,3,1
"138,498,101",Grp2,0.00,0.000000,30,0,0
"138,498,102",Grp2,0.00,0.000000,46,0,0
"138,498,103",Grp2,0.00,0.000000,30,0,0
"138,498,104",Grp2,0.00,0.000000,48,4,0
"138,498,105",Grp2,0.00,0.000000,30,0,0
"138,498,106",Grp2,0.00,0.000000,45,0,0
"138,498,121",Grp2,0.00,0.000000,41,1,0
"138,498,134",Grp2,0.00,0.000000,46,1,0
"138,498,144",Grp2,0.00,0.000000,49,4,0
"138,498,152",Grp2,0.00,0.000000,30,0,0
"138,498,165",Grp1,0.00,0.000000,47,2,0
"138,498,168",Grp2,0.00,0.000000,30,0,0
"138,498,169",Grp2,0.00,0.000000,45,0,0
"138,498,170",Grp2,0.00,0.000000,30,0,0
"138,498,171",Grp2,0.00,0.000000,31,0,0
"138,498,181",Grp2,0.00,0.000000,46,0,0
"138,498,188",Grp1,0.00,0.000000,1,0,0
"138,498,191",Grp1,0.00,0.000000,53,2,0
"138,498,229",Grp2,0.00,0.000000,46,4,0
"138,498,230",Grp2,0.00,0.000000,48,6,0
"138,498,232",Grp2,0.00,0.000000,31,0,0
"138,498,236",Grp1,0.00,0.000000,46,1,0
"138,498,237",Grp1,0.00,0.000000,31,0,0
"138,498,242",Grp1,379.99,43.583197,61,19,0
"138,498,260",Grp2,0.00,0.000000,28,0,0
"138,498,261",Grp2,0.00,0.000000,50,9,0
"138,498,268",Grp1,0.00,0.000000,1,0,0
"138,498,281",Grp2,0.00,0.000000,28,0,0
"138,498,282",Grp2,0.00,0.000000,43,2,0
"138,498,298",Grp1,0.00,0.000000,27,0,0
"138,498,301",Grp1,0.00,0.000000,43,0,0
"138,498,308",Grp2,0.00,0.000000,28,0,0
"138,498,309",Grp2,0.00,0.000000,28,0,0
"138,498,318",Grp2,0.00,0.000000,43,1,0
"138,498,320",Grp2,0.00,0.000000,1,0,0
"138,498,325",Grp1,0.00,0.000000,31,0,0
"138,498,344",Grp2,0.00,0.000000,46,2,0
"138,498,345",Grp2,0.00,0.000000,1,0,0
"138,498,347",Grp1,0.00,0.000000,22,18,1
"138,498,352",Grp2,0.00,0.000000,41,2,0
"138,498,354",Grp2,0.00,0.000000,55,1,0
"138,498,363",Grp1,0.00,0.000000,47,16,0
"138,498,368",Grp2,0.00,0.000000,30,0,0
"138,498,399",Grp2,0.00,0.000000,19,1,1
"138,498,401",Grp1,0.00,0.000000,8,1,1
"138,498,407",Grp2,0.00,0.000000,46,0,0
"138,498,408",Grp2,0.00,0.000000,31,0,0
"138,498,410",Grp1,0.00,0.000000,31,0,0
"138,498,422",Grp2,0.00,0.000000,45,0,0
"138,498,423",Grp2,0.00,0.000000,47,9,0
"138,498,424",Grp1,0.00,0.000000,4,6,1
"138,498,441",Grp2,0.00,0.000000,31,0,0
"138,498,442",Grp2,0.00,0.000000,46,0,0
"138,498,444",Grp1,0.00,0.000000,30,0,0
"138,498,446",Grp1,0.00,0.000000,48,1,0
"138,498,453",Grp2,0.00,0.000000,31,0,0
"138,498,456",Grp1,0.00,0.000000,1,0,0
"138,498,462",Grp2,0.00,0.000000,31,0,0
"138,498,478",Grp2,0.00,0.000000,46,1,0
"138,498,485",Grp2,0.00,0.000000,31,0,0
"138,498,501",Grp2,0.00,0.000000,30,0,0
"138,498,502",Grp2,0.00,0.000000,47,18,0
"138,498,528",Grp2,0.00,0.000000,46,1,0
"138,498,532",Grp2,0.00,0.000000,47,1,0
"138,498,533",Grp2,0.00,0.000000,47,5,0
"138,498,534",Grp2,0.00,0.000000,46,2,0
"138,498,535",Grp2,0.00,0.000000,1,2,1
"138,498,548",Grp2,0.00,0.000000,31,1,0
"138,498,549",Grp2,0.00,0.000000,1,0,0
"138,498,557",Grp2,0.00,0.000000,31,0,0
"138,498,558",Grp2,0.00,0.000000,45,1,0
"138,498,559",Grp1,0.00,0.000000,47,4,0
"138,498,567",Grp2,0.00,0.000000,45,1,0
"138,498,568",Grp2,0.00,0.000000,46,0,0
"138,498,581",Grp1,0.00,0.000000,47,0,0
"138,498,583",Grp2,0.00,0.000000,31,0,0
"138,498,584",Grp2,0.00,0.000000,31,0,0
"138,498,585",Grp2,0.00,0.000000,30,0,0
"138,498,600",Grp2,0.00,0.000000,48,11,0
"138,498,631",Grp2,0.00,0.000000,31,0,0
"138,498,642",Grp2,0.00,0.000000,31,0,0
"138,498,651",Grp2,0.00,0.000000,30,0,0
"138,498,655",Grp2,0.00,0.000000,31,0,0
"138,498,669",Grp2,0.00,0.000000,1,0,0
"138,498,670",Grp2,0.00,0.000000,31,0,0
"138,498,671",Grp2,0.00,0.000000,31,0,0
"138,498,672",Grp2,0.00,0.000000,30,0,0
"138,498,676",Grp1,0.00,0.000000,32,5,1
"138,498,682",Grp2,88.14,8.582953,52,2,0
"138,498,683",Grp2,0.00,0.000000,47,2,0
"138,498,684",Grp2,0.00,0.000000,30,0,0
"138,498,696",Grp1,0.00,0.000000,48,8,0
"138,498,699",Grp1,0.00,0.000000,30,0,0
"138,498,704",Grp2,0.00,0.000000,30,0,0
"138,498,705",Grp2,0.00,0.000000,1,0,0
"138,498,706",Grp1,0.00,0.000000,52,4,0
"138,498,708",Grp1,0.00,0.000000,8,7,1
"138,498,711",Grp1,0.00,0.000000,47,17,0
"138,498,714",Grp2,0.00,0.000000,31,0,0
"138,498,724",Grp2,0.00,0.000000,30,0,0
"138,498,727",Grp1,0.00,0.000000,37,8,1
"138,498,731",Grp1,0.00,0.000000,31,0,0
"138,498,733",Grp2,0.00,0.000000,31,0,0
"138,498,756",Grp1,0.00,0.000000,47,1,0
"138,498,757",Grp2,0.00,0.000000,51,41,0
"138,498,758",Grp2,0.00,0.000000,45,5,0
"138,498,764",Grp2,0.00,0.000000,48,5,0
"138,498,765",Grp2,0.00,0.000000,47,1,0
"138,498,771",Grp2,0.00,0.000000,30,0,0
"138,498,779",Grp2,0.00,0.000000,46,2,0
"138,498,780",Grp1,0.00,0.000000,55,31,0
"138,498,781",Grp2,0.00,0.000000,47,23,0
"138,498,792",Grp2,0.00,0.000000,44,2,0
"138,498,796",Grp1,0.00,0.000000,30,0,0
"138,498,800",Grp2,0.00,0.000000,31,0,0
"138,498,802",Grp2,0.00,0.000000,47,1,0
"138,498,809",Grp2,0.00,0.000000,30,0,0
"138,498,815",Grp1,0.00,0.000000,7,6,0
"138,498,816",Grp1,0.00,0.000000,49,9,0
"138,498,825",Grp2,0.00,0.000000,48,2,0
"138,498,826",Grp2,0.00,0.000000,31,0,0
"138,498,827",Grp2,0.00,0.000000,30,0,0
"138,498,828",Grp2,0.00,0.000000,44,3,0
"138,498,832",Grp2,0.00,0.000000,31,0,0
"138,498,839",Grp2,0.00,0.000000,31,0,0
"138,498,842",Grp2,0.00,0.000000,30,0,0
"138,498,843",Grp2,0.00,0.000000,31,0,0
"138,498,844",Grp2,0.00,0.000000,47,2,0
"138,498,851",Grp2,0.00,0.000000,31,0,0
"138,498,866",Grp2,0.00,0.000000,30,0,0
"138,498,867",Grp2,0.00,0.000000,31,0,0
"138,498,876",Grp2,0.00,0.000000,47,13,0
"138,498,885",Grp2,0.00,0.000000,30,0,0
"138,498,894",Grp2,0.00,0.000000,48,4,0
"138,498,900",Grp1,0.00,0.000000,46,2,0
"138,498,903",Grp1,0.00,0.000000,30,26,1
"138,498,912",Grp2,0.00,0.000000,47,2,0
"138,498,913",Grp2,0.00,0.000000,42,1,1
"138,498,929",Grp2,0.00,0.000000,31,0,0
"138,498,940",Grp2,0.00,0.000000,48,7,0
"138,498,950",Grp2,0.00,0.000000,9,0,1
"138,498,958",Grp2,0.00,0.000000,46,0,0
"138,498,959",Grp2,0.00,0.000000,47,1,0
"138,498,964",Grp2,0.00,0.000000,30,0,0
"138,498,965",Grp2,0.00,0.000000,20,15,1
"138,498,966",Grp2,0.00,0.000000,47,1,0
"138,498,979",Grp2,0.00,0.000000,30,0,0
"138,498,983",Grp1,0.00,0.000000,47,1,0
"138,498,986",Grp2,0.00,0.000000,31,0,0
"138,498,987",Grp2,0.00,0.000000,40,0,0
"138,498,992",Grp1,0.00,0.000000,1,0,0
"138,498,994",Grp2,0.00,0.000000,49,4,0
"138,498,995",Grp2,0.00,0.000000,31,0,0
"138,498,996",Grp2,0.00,0.000000,46,0,0
"138,499,001",Grp2,0.00,0.000000,47,3,0
"138,499,002",Grp2,0.00,0.000000,31,0,0
"138,499,003",Grp2,0.00,0.000000,30,0,0
"138,499,012",Grp2,0.00,0.000000,30,0,0
"138,499,013",Grp2,0.00,0.000000,31,0,0
"138,499,020",Grp1,0.00,0.000000,0,0,0
"138,499,039",Grp1,0.00,0.000000,23,1,1
"138,499,047",Grp2,0.00,0.000000,46,0,0
"138,499,051",Grp2,0.00,0.000000,30,0,0
"138,499,064",Grp2,0.00,0.000000,47,1,0
"138,499,065",Grp2,0.00,0.000000,30,0,0
"138,499,066",Grp2,0.00,0.000000,30,0,0
"138,499,067",Grp2,0.00,0.000000,31,0,0
"138,499,072",Grp2,0.00,0.000000,48,8,0
"138,499,077",Grp2,0.00,0.000000,31,0,0
"138,499,080",Grp2,0.00,0.000000,48,4,0
"138,499,085",Grp2,0.00,0.000000,31,0,0
"138,499,091",Grp2,0.00,0.000000,30,0,0
"138,499,094",Grp2,0.00,0.000000,44,2,0
"138,499,105",Grp2,0.00,0.000000,48,2,0
"138,499,112",Grp2,0.00,0.000000,30,0,0
"138,499,114",Grp1,0.00,0.000000,47,2,0
"138,499,126",Grp2,0.00,0.000000,47,39,0
"138,499,129",Grp2,0.00,0.000000,30,0,0
"138,499,136",Grp2,0.00,0.000000,47,1,0
"138,499,137",Grp2,0.00,0.000000,30,0,0
"138,499,139",Grp1,0.00,0.000000,17,7,1
"138,499,142",Grp2,0.00,0.000000,30,0,0
"138,499,147",Grp1,0.00,0.000000,46,0,0
"138,499,159",Grp2,0.00,0.000000,47,5,0
"138,499,177",Grp1,0.00,0.000000,46,1,0
"138,499,192",Grp2,0.00,0.000000,44,0,0
"138,499,193",Grp2,0.00,0.000000,48,4,0
"138,499,196",Grp2,0.00,0.000000,31,0,0
"138,499,197",Grp2,0.00,0.000000,30,0,0
"138,499,198",Grp2,0.00,0.000000,30,0,0
"138,499,207",Grp2,0.00,0.000000,31,0,0
"138,499,214",Grp1,0.00,0.000000,23,11,1
"138,499,218",Grp1,0.00,0.000000,47,2,0
"138,499,219",Grp2,0.00,0.000000,47,2,0
"138,499,227",Grp2,0.00,0.000000,47,6,0
"138,499,228",Grp2,0.00,0.000000,47,8,0
"138,499,230",Grp1,0.00,0.000000,48,3,0
"138,499,243",Grp2,0.00,0.000000,47,1,0
"138,499,244",Grp2,0.00,0.000000,48,4,0
"138,499,264",Grp1,0.00,0.000000,22,3,1
"138,499,266",Grp2,0.00,0.000000,47,1,0
"138,499,285",Grp2,0.00,0.000000,48,2,0
"138,499,305",Grp1,0.00,0.000000,31,0,0
"138,499,306",Grp2,0.00,0.000000,1,0,0
"138,499,307",Grp2,0.00,0.000000,31,0,0
"138,499,321",Grp2,0.00,0.000000,1,0,0
"138,499,330",Grp2,0.00,0.000000,47,8,0
"138,499,342",Grp2,0.00,0.000000,44,22,0
"138,499,344",Grp2,0.00,0.000000,31,0,0
"138,499,351",Grp2,0.00,0.000000,31,0,0
"138,499,361",Grp1,0.00,0.000000,48,1,0
"138,499,363",Grp1,0.00,0.000000,46,0,0
"138,499,366",Grp2,0.00,0.000000,47,6,0
"138,499,367",Grp2,0.00,0.000000,46,38,0
"138,499,373",Grp2,0.00,0.000000,31,0,0
"138,499,378",Grp1,0.00,0.000000,1,0,0
"138,499,381",Grp2,0.00,0.000000,31,0,0
"138,499,382",Grp2,0.00,0.000000,47,2,0
"138,499,386",Grp2,0.00,0.000000,46,6,0
"138,499,387",Grp2,0.00,0.000000,30,0,0
"138,499,394",Grp1,0.00,0.000000,47,0,0
"138,499,400",Grp1,0.00,0.000000,46,0,0
"138,499,405",Grp2,0.00,0.000000,30,0,0
"138,499,406",Grp2,0.00,0.000000,30,0,0
"138,499,407",Grp2,0.00,0.000000,31,0,0
"138,499,409",Grp1,0.00,0.000000,45,1,0
"138,499,417",Grp2,0.00,0.000000,46,3,0
"138,499,418",Grp2,0.00,0.000000,31,0,0
"138,499,419",Grp2,0.00,0.000000,31,0,0
"138,499,443",Grp1,576.98,120.825407,69,214,0
"138,499,446",Grp1,0.00,0.000000,46,27,0
"138,499,482",Grp1,0.00,0.000000,30,0,0
"138,499,486",Grp2,0.00,0.000000,47,1,0
"138,499,491",Grp2,0.00,0.000000,31,0,0
"138,499,494",Grp1,0.00,0.000000,47,1,0
"138,499,495",Grp2,0.00,0.000000,31,0,0
"138,499,496",Grp2,0.00,0.000000,1,0,0
"138,499,497",Grp2,0.00,0.000000,31,0,0
"138,499,516",Grp1,0.00,0.000000,8,6,1
"138,499,520",Grp2,0.00,0.000000,48,5,0
"138,499,521",Grp2,0.00,0.000000,31,0,0
"138,499,530",Grp1,0.00,0.000000,56,16,0
"138,499,532",Grp2,0.00,0.000000,47,11,0
"138,499,533",Grp2,0.00,0.000000,47,3,0
"138,499,546",Grp2,0.00,0.000000,31,0,0
"138,499,547",Grp2,0.00,0.000000,31,0,0
"138,499,554",Grp2,0.00,0.000000,48,11,0
"138,499,569",Grp2,0.00,0.000000,46,1,0
"138,499,570",Grp2,0.00,0.000000,31,0,0
"138,499,574",Grp2,0.00,0.000000,30,0,0
"138,499,589",Grp1,0.00,0.000000,46,2,0
"138,499,597",Grp2,0.00,0.000000,47,1,0
"138,499,598",Grp2,0.00,0.000000,31,0,0
"138,499,612",Grp2,0.00,0.000000,46,0,0
"138,499,620",Grp2,0.00,0.000000,46,2,0
"138,499,621",Grp2,0.00,0.000000,30,0,0
"138,499,643",Grp2,0.00,0.000000,46,2,0
"138,499,652",Grp2,0.00,0.000000,1,0,0
"138,499,653",Grp2,0.00,0.000000,47,45,0
"138,499,656",Grp2,0.00,0.000000,48,3,0
"138,499,664",Grp2,0.00,0.000000,31,0,0
"138,499,666",Grp2,0.00,0.000000,31,0,0
"138,499,667",Grp2,0.00,0.000000,48,3,0
"138,499,668",Grp2,0.00,0.000000,31,0,0
"138,499,669",Grp2,0.00,0.000000,1,0,0
"138,499,672",Grp1,0.00,0.000000,6,1,1
"138,499,673",Grp2,0.00,0.000000,47,0,0
"138,499,674",Grp2,0.00,0.000000,30,0,0
"138,499,675",Grp2,0.00,0.000000,1,0,0
"138,499,676",Grp2,0.00,0.000000,48,40,0
"138,499,705",Grp2,0.00,0.000000,30,0,0
"138,499,706",Grp2,0.00,0.000000,30,0,0
"138,499,707",Grp2,0.00,0.000000,46,0,0
"138,499,708",Grp2,0.00,0.000000,30,0,0
"138,499,718",Grp2,0.00,0.000000,46,1,0
"138,499,726",Grp1,0.00,0.000000,1,1,1
"138,499,737",Grp1,0.00,0.000000,30,0,0
"138,499,740",Grp2,0.00,0.000000,49,13,0
"138,499,742",Grp1,0.00,0.000000,46,29,0
"138,499,753",Grp1,0.00,0.000000,48,3,1
"138,499,759",Grp2,0.00,0.000000,30,0,0
"138,499,760",Grp2,0.00,0.000000,48,4,0
"138,499,763",Grp1,0.00,0.000000,39,5,1
"138,499,774",Grp2,0.00,0.000000,31,0,0
"138,499,775",Grp2,0.00,0.000000,31,0,0
"138,499,776",Grp2,0.00,0.000000,47,3,0
"138,499,777",Grp2,0.00,0.000000,46,21,0
"138,499,779",Grp1,0.00,0.000000,34,0,0
"138,499,795",Grp2,0.00,0.000000,30,0,0
"138,499,801",Grp1,0.00,0.000000,1,0,0
"138,499,807",Grp1,0.00,0.000000,8,2,1
"138,499,808",Grp1,0.00,0.000000,46,1,0
"138,499,809",Grp1,0.00,0.000000,46,1,0
"138,499,810",Grp2,0.00,0.000000,30,0,0
"138,499,811",Grp1,0.00,0.000000,46,1,0
"138,499,824",Grp2,0.00,0.000000,47,2,1
"138,499,825",Grp2,0.00,0.000000,31,0,0
"138,499,826",Grp2,0.00,0.000000,30,0,0
"138,499,828",Grp1,0.00,0.000000,47,25,0
"138,499,838",Grp1,0.00,0.000000,45,0,0
"138,499,844",Grp1,0.00,0.000000,31,0,0
"138,499,852",Grp2,0.00,0.000000,47,9,0
"138,499,853",Grp2,0.00,0.000000,47,4,0
"138,499,872",Grp1,0.00,0.000000,30,0,0
"138,499,886",Grp2,0.00,0.000000,31,0,0
"138,499,887",Grp2,0.00,0.000000,30,0,0
"138,499,889",Grp1,0.00,0.000000,30,0,0
"138,499,894",Grp2,0.00,0.000000,30,0,0
"138,499,895",Grp2,0.00,0.000000,30,0,0
"138,499,909",Grp2,0.00,0.000000,16,5,1
